@T, output
created_at,"Thu Dec 28 12:32:47 MST 2023"
date_format,yyyy-MM-dd
@H,time,precip,tmean,rhum,wind,rain,snow,solRad,netRad,netRainOut,netSnowOut,irrigation_amount,interception,intercStorage,throughfall,snowDepth,snowTotSWE,snowMelt,potET,actET,soilSat,soilSatMPS,soilSatLPS,soilActMPS,soilActLPS,percolation,inRD1,inRD2,inRG1,inRG2,actRG1,actRG2,outRD1,outRD2,outRG1,outRG2
Type,LocalDate,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
Unit,-,mm,C,-,-,-,-,MJ/m2/day,MJ/m2,-,-,-,-,-,-,-,mm,-,mm,mm,-,-,-,-,-,l,-,l,-,-,-,-,l,l,-,-
,2013-07-09,0,25.14,48.8,1.33681,0,0,23.77,13.40954,0,0,0,0,0,0,0,0,0,5.12809,4.213,0.39962,0.77321,0.03338,466.95809,20.09116,2.95593,0,0,0,0,0,44.69216,0,0,0,0.2047
,2013-07-10,0,23.045,61.35,3.22338,0,0,23.52,13.6388,13.87734,0,13.9,0.02266,0,13.87734,0,0,0,5.22837,4.36668,0.40746,0.78189,0.04001,472.63682,24.00912,3.21104,0,0,0,0,0,45.54511,0,0,0,0.20223
,2013-07-11,0,25.52,50.75,2.8669,0,0,28.19,15.61684,0,0,0,0,0,0,0,0,0,6.75688,5.44344,0.40282,0.77549,0.03728,468.64027,22.34502,2.64816,0,0,0,0,0,45.4207,0,0,0,0.20609
,2013-07-12,8,24.895,59.05,2.2662,8,0,20.51,12.20042,17.84447,0,9.875,0.03053,0,17.84447,0,0,0,5.05985,4.77099,0.41313,0.78963,0.044,476.96802,26.61921,3.03804,0,0,0,0,0,46.33725,0,0,0,0.20552
,2013-07-13,7,24.77,59.95,1.7338,7,0,20.84,12.37501,6.96641,0,0,0.03359,0,6.96641,0,0,0,4.73592,4.53066,0.41453,0.79165,0.04472,478.19011,27.09565,2.65317,0,0,0,0,0,47.00426,0,0,0,0.20967
,2013-07-14,0,20.815,76.9,2.5625,0,0,23.23,13.77548,0,0,0,0,0,0,0,0,0,3.94263,3.73123,0.41108,0.7887,0.04081,476.38326,24.69246,2.25529,0,0,0,0,0,47.1732,0,0,0,0.21269
,2013-07-15,0,21.535,63.6,3.01505,0,0,15.18,9.47102,4.74521,0,4.775,0.02979,0,4.74521,0,0,0,4.29052,3.98122,0.41141,0.78804,0.0418,476.20323,25.29172,2.21843,0,0,0,0,0,47.54251,0,0,0,0.21345
,2013-07-16,0,20.18,58.55,3.67361,0,0,28.64,15.62786,6.55291,0,6.575,0.02209,0,6.55291,0,0,0,5.82474,5.47569,0.41191,0.78363,0.04729,473.61157,28.51325,2.08302,0,0,0,0,0,47.8984,0,0,0,0.21512
,2013-07-17,0,23.05,56.4,3.26852,0,0,28.5,15.7191,7.52321,0,7.525,0.00179,0,7.52321,0,0,0,6.44506,6.03752,0.41273,0.78146,0.05136,472.11325,31.10042,1.90884,0,0,0,0,0,48.06753,0,0,0,0.21673
,2013-07-18,3,24.025,55.1,3.13889,3,0,22.54,12.89407,2.95397,0,0,0.04603,0,2.95397,0,0,0,6.09879,5.74135,0.41007,0.77857,0.04887,470.40469,29.57379,1.97078,0,0,0,0,0,48.23244,0,0,0,0.2175
,2013-07-19,0,20.46,73.15,2.16667,0,0,18.71,11.30278,5.82445,0,5.85,0.02555,0,5.82445,0,0,0,3.66908,3.18105,0.41192,0.77898,0.05211,470.79437,31.46063,1.95524,0,0,0,0,0,48.84455,0,0,0,0.21825
,2013-07-20,0,21.705,59.2,1.8125,0,0,23.26,13.18051,0,0,0,0,0,0,0,0,0,4.79733,4.05303,0.40804,0.77425,0.04899,467.97828,29.55278,1.79581,0,0,0,0,0,49.05671,0,0,0,0.22102
,2013-07-21,0,21.29,66.3,1.56481,0,0,25.58,14.51814,0,0,0,0,0,0,0,0,0,4.57124,3.65381,0.40464,0.77029,0.04608,465.61739,27.77295,1.84953,0,0,0,0,0,49.12694,0,0,0,0.22198
,2013-07-22,0,23.415,57.1,1.53125,0,0,28.22,15.56443,7.52261,0,7.525,0.00239,0,7.52261,0,0,0,5.44014,4.25433,0.40689,0.77067,0.0505,465.67875,30.55191,1.98529,0,0,0,0,0,49.33362,0,0,0,0.22229
,2013-07-23,0,20.915,65,1.90162,0,0,25.26,14.23749,0,0,0,0,0,0,0,0,0,4.69568,3.50049,0.40356,0.7674,0.04703,463.77019,28.40199,2.1143,0,0,0,0,0,49.50275,0,0,0,0.22323
,2013-07-24,0,22.245,60.65,3.02315,0,0,16.19,9.83519,13.10623,0,13.15,0.04377,0,13.10623,0,0,0,4.79739,3.97957,0.41059,0.77293,0.05512,467.53604,33.2336,2.25114,0,0,0,0,0,50.72452,0,0,0,0.22399
,2013-07-25,0,19.95,67.05,1.41551,0,0,11.36,7.53019,0,0,0,0,0,0,0,0,0,2.86107,2.44199,0.40783,0.77105,0.05148,466.39886,31.00715,1.72701,0,0,0,0,0,51.3961,0,0,0,0.22952
,2013-07-26,0,21.58,62.6,1.62616,0,0,25.77,14.38491,11.03289,0,11.05,0.01711,0,11.03289,0,0,0,4.77131,4.3949,0.4124,0.77454,0.05761,468.1077,34.87053,1.89169,0,0,0,0,0,52.07846,0,0,0,0.23256
,2013-07-27,0,16.325,75.45,2.22917,0,0,20.32,11.76896,0,0,0,0,0,0,0,0,0,3.30294,2.917,0.40949,0.77227,0.05413,466.73003,32.69867,1.60929,0,0,0,0,0,52.45139,0,0,0,0.23565
,2013-07-28,0,18.51,78.4,1.47801,0,0,11.57,7.66018,0,0,0,0,0,0,0,0,0,2.38487,2.01933,0.40731,0.77011,0.05197,465.43012,31.34162,1.63834,0,0,0,0,0,52.75565,0,0,0,0.23734
,2013-07-29,0,19.56,65.35,1.28704,0,0,8.49,6.12136,22.69977,0,22.75,0.05023,0,22.69977,0,0,0,2.45432,2.37541,0.42345,0.78978,0.06326,478.44309,38.06243,1.68733,0,0,0,0,0,53.51867,0,0,0,0.23871
,2013-07-30,0,22.02,57.05,1.20255,0,0,24.68,13.57938,0,0,0,0,0,0,0,0,0,4.58606,4.43457,0.41911,0.78413,0.0602,475.02788,36.19046,1.53822,0,0,0,0,0,53.82437,0,0,0,0.24217
,2013-07-31,0,21.035,60.1,1.35532,0,0,25.79,14.11429,12.13143,0,12.15,0.01857,0,12.13143,0,0,0,4.58138,4.5028,0.42461,0.78851,0.06709,477.33551,40.61401,1.88779,0,0,0,0,0,54.60788,0,0,0,0.24355
,2013-08-01,0,22.465,54.75,1.3912,0,0,18.56,10.67456,0,0,0,0,0,0,0,0,0,4.19853,4.10091,0.42061,0.78503,0.06264,475.21319,37.86095,1.6352,0,0,0,0,0,55.02116,0,0,0,0.24709
,2013-08-02,0,23.725,57.15,1.77894,0,0,24.92,13.78192,13.89725,0,13.95,0.05275,0,13.89725,0,0,0,5.19054,5.02981,0.42724,0.78905,0.07142,478.17609,43.02116,1.71916,0,0,0,0,0,55.59381,0,0,0,0.24896
,2013-08-03,20,23.31,63.55,2.50231,20,0,20.85,12.0538,19.92721,0,0,0.07279,0,19.92721,0,0,0,4.83543,4.79804,0.43892,0.80364,0.08018,487.01561,48.37969,1.82865,0,0,0,0,0,56.45236,0,0,0,0.25156
,2013-08-04,0,21.37,68.05,1.25579,0,0,21.85,12.49868,0,0,0,0,0,0,0,0,0,3.92342,3.92141,0.43488,0.8015,0.0743,485.72471,44.75536,1.71237,0,0,0,0,0,57.21114,0,0,0,0.25544
,2013-08-05,0,22.47,59.9,1.40509,0,0,20.82,11.79806,13.85397,0,13.875,0.02103,0,13.85397,0,0,0,4.22773,3.96999,0.44139,0.81311,0.07632,492.08097,46.13096,2.18464,0,0,0,0,0,58.2969,0.21886,0,0,0.25887
,2013-08-06,0,21.91,55.1,1.31481,0,0,21.89,12.04188,0,0,0,0,0,0,0,0,0,4.35564,4.3512,0.43715,0.80957,0.07151,489.92538,43.13938,1.82598,0,0,0,0,0,58.88103,0,0,0,0.26379
,2013-08-07,0,18.68,72.55,2.29861,0,0,13.73,8.5208,10.22245,0,10.275,0.05255,0,10.22245,0,0,0,3.02732,3.02692,0.44224,0.81479,0.07627,493.45356,45.84442,1.94038,0,0,0,0,0,59.96696,0,0,0,0.26643
,2013-08-08,0,18.815,71.8,1.25926,0,0,13.65,8.46221,0,0,0,0,0,0,0,0,0,2.70393,2.70359,0.43897,0.81325,0.07116,492.56651,42.75271,1.86317,0,0,0,0,0,60.93903,0,0,0,0.27134
,2013-08-09,0,18.63,62.2,1.66204,0,0,23.2,12.57184,15.00298,0,15.025,0.02202,0,15.00298,0,0,0,4.05827,3.98596,0.44632,0.82204,0.07717,497.45174,46.72723,2.70499,0,0,0,0,0,62.31214,0,0,0,0.27574
,2013-08-10,0,20.545,56.7,1.30903,0,0,25.3,13.39807,0,0,0,0,0,0,0,0,0,4.44108,4.44077,0.44164,0.81848,0.07141,495.27202,43.18957,2.33275,0,0,0,0,0,63.47987,0,0,0,0.28196
,2013-08-11,0,21.42,57.55,1.14352,0,0,16.95,9.75817,0,0,0,0,0,0,0,0,0,3.53662,3.53638,0.4376,0.81511,0.06674,493.23449,40.30809,2.26568,0,0,0,0,0,64.41835,0,0,0,0.28724
,2013-08-12,6,19.18,66.35,1.62847,6,0,20.87,11.61077,17.35148,0,11.425,0.07352,0,17.35148,0,0,0,3.66626,3.66604,0.44761,0.82305,0.07866,498.39786,47.36736,2.50277,0,0,0,0,0,65.98392,0,0,0,0.29149
,2013-08-13,0,19.235,64.4,1.19907,0,0,21.06,11.61115,0,0,0,0,0,0,0,0,0,3.59067,3.59045,0.44348,0.82009,0.07326,496.63966,44.08674,2.09408,0,0,0,0,0,67.00087,0,0,0,0.29857
,2013-08-14,0,19.22,61.05,1.27199,0,0,21.09,11.48542,15.00373,0,15.025,0.02127,0,15.00373,0,0,0,3.67202,3.57687,0.45182,0.8305,0.07984,502.41886,48.3768,2.04114,0,0,0,0,0,64.02966,0,0,0,0.30317
,2013-08-15,0,19.335,59.85,0.87315,0,0,24.67,12.98147,0,0,0,0,0,0,0,0,0,3.81514,3.81504,0.45002,0.831,0.07603,502.41099,46.12785,3.15096,0,0,0,0,0,65.75735,0,0,0,0.28973
,2013-08-16,0,20.19,60.2,1.21991,0,0,23.59,12.55735,6.31418,0,6.35,0.03582,0,6.31418,0,0,0,3.9529,3.95278,0.45068,0.82905,0.07952,501.30599,48.06812,2.65966,0,0,0,0,0,67.16255,0,0,0,0.29754
,2013-08-17,0,22.42,58.25,1.35648,0,0,22.84,12.30258,0,0,0,0,0,0,0,0,0,4.27053,4.27028,0.44594,0.82437,0.07476,498.47869,45.11641,2.46565,0,0,0,0,0,65.03792,0,0,0,0.3039
,2013-08-18,0,23.095,57.85,1.19676,0,0,18.75,10.48918,0,0,0,0,0,0,0,0,0,3.78107,3.77543,0.44275,0.82019,0.07239,495.94111,43.74768,4.41725,0,0,0,0,0,67.81978,0,0,0,0.29429
,2013-08-19,0,22.48,53.4,1.12616,0,0,24.46,12.70533,17.50543,0,17.525,0.01957,0,17.50543,0,0,0,4.29734,4.02583,0.45133,0.83092,0.07928,501.94013,48.17345,4.06935,0,0,0,0,0,67.84207,0,0,0,0.30688
,2013-08-20,0,23.575,54.05,1.29861,0,0,21.74,11.62549,0,0,0,0,0,0,0,0,0,4.25645,4.21795,0.44728,0.82705,0.07506,499.5973,45.58038,4.52294,0,0,0,0,0,70.83963,0,0,0,0.30698
,2013-08-21,0,23.935,48.1,1.47917,0,0,20.58,10.84969,12.37826,0,12.425,0.04674,0,12.37826,0,0,0,4.39263,4.39248,0.45223,0.83053,0.08149,502.02766,49.22891,3.12529,0,0,0,0,0,69.79913,0,0,0,0.32054
,2013-08-22,7,22.01,67.85,1.14699,7,0,18.11,10.3204,6.93689,0,0,0.06311,0,6.93689,0,0,0,3.22745,3.22734,0.45439,0.83358,0.08262,503.90236,49.96564,4.94338,0,0,0,0,0,73.75179,0,0,0,0.31583
,2013-08-23,0,22.78,61.05,1.48264,0,0,21.71,11.74045,9.50818,0,9.525,0.01682,0,9.50818,0,0,0,4.03414,4.03407,0.45607,0.8352,0.08456,504.62017,51.30734,4.08948,0,0,0,0,0,74.16838,0,0,0,0.33372
,2013-08-24,0,21.855,58.85,0.8838,0,0,19.45,10.54838,0,0,0,0,0,0,0,0,0,3.36729,3.36722,0.45229,0.83353,0.07865,503.58405,47.71023,4.60518,0,0,0,0,0,74.96338,0,0,0,0.3356
,2013-08-25,0,23.115,60.75,0.79329,0,0,20.93,11.33957,0,0,0,0,0,0,0,0,0,3.53441,3.53432,0.44811,0.83029,0.07365,501.57985,44.61469,5.03998,0,0,0,0,0,75.99694,0,0,0,0.3392
,2013-08-26,0,24.445,55.1,1.09954,0,0,22.8,11.98484,8.588,0,8.625,0.037,0,8.588,0,0,0,4.06757,4.06744,0.45058,0.82987,0.07886,501.56457,47.65972,5.15804,0,0,0,0,0,77.07291,0,0,0,0.34388
,2013-08-27,0,24.375,57.15,1.0162,0,0,23.01,12.13501,0,0,0,0,0,0,0,0,0,4.00527,4.00298,0.44606,0.82555,0.0741,498.95768,44.75431,5.24752,0,0,0,0,0,77.90084,0,0,0,0.34875
,2013-08-28,0,23.67,58.8,0.69525,0,0,21.18,11.30165,11.76408,0,11.775,0.01092,0,11.76408,0,0,0,3.47491,3.47484,0.45168,0.8316,0.07959,502.28543,48.29584,5.4908,0,0,0,0,0,79.80155,0,0,0,0.35249
,2013-08-29,0,24.6,50.85,1.31713,0,0,22.47,11.49439,0,0,0,0,0,0,0,0,0,4.17732,4.1772,0.44689,0.82725,0.07446,499.64067,45.10985,4.89116,0,0,0,0,0,80.76092,0,0,0,0.36109
,2013-08-30,0,24.025,59.55,1.36343,0,0,16.72,9.34515,7.58338,0,7.6,0.01662,0,7.58338,0,0,0,3.34559,3.34539,0.44919,0.82606,0.08041,498.99025,48.58231,4.98663,0,0,0,0,0,81.97034,0,0,0,0.36543
,2013-08-31,0,23.88,54.55,1.76736,0,0,15.74,8.72489,0,0,0,0,0,0,0,0,0,3.54864,3.54826,0.445,0.82187,0.07625,496.43788,46.02759,4.97061,0,0,0,0,0,82.84137,0,0,0,0.37091
,2013-09-01,0,21.085,63.3,2.05787,0,0,17.49,9.5132,0,0,0,0,0,0,0,0,0,3.2733,3.26995,0.4412,0.81784,0.07269,493.98502,43.84515,5.09402,0,0,0,0,0,83.64099,0,0,0,0.37485
,2013-09-02,0,22.445,57,1.03241,0,0,22.6,11.46614,0,0,0,0,0,0,0,0,0,3.53094,3.45889,0.43735,0.81325,0.06961,491.18819,41.94372,5.15892,0,0,0,0,0,84.14779,0,0,0,0.37847
,2013-09-03,0,24.6,57.55,1.13542,0,0,20.01,10.58212,0,0,0,0,0,0,0,0,0,3.48041,3.01836,0.43397,0.80914,0.06699,488.67526,40.33812,5.37777,0,0,0,0,0,84.56269,0,0,0,0.38076
,2013-09-04,0,24.95,53.4,1.2037,0,0,16.87,9.08039,15.09559,0,15.1,0.00441,0,15.09559,0,0,0,3.23037,3.13275,0.44258,0.82005,0.07432,494.6227,44.92576,6.00988,0,0,0,0,0,87.09951,0,0,0,0.38264
,2013-09-05,0,25.54,52.25,1.19907,0,0,21.55,10.95351,6.34534,0,6.35,0.00466,0,6.34534,0,0,0,3.71752,3.39157,0.44371,0.82026,0.07639,494.89692,46.05388,4.64185,0,0,0,0,0,88.72843,0,0,0,0.39412
,2013-09-06,0,26.265,46.85,1.68056,0,0,19.97,10.03341,0,0,0,0,0,0,0,0,0,3.92066,3.13124,0.43983,0.81635,0.07244,492.57952,43.62994,4.22891,0,0,0,0,0,89.56703,0,0,0,0.40149
,2013-09-07,0,24.195,50.45,0.91817,0,0,21.54,10.60049,0,0,0,0,0,0,0,0,0,3.37003,2.59917,0.43666,0.81278,0.06956,490.46603,41.86772,4.26536,0,0,0,0,0,90.05393,0,0,0,0.40528
,2013-09-08,0,22.56,51.05,1.80093,0,0,19.61,9.69725,0,0,0,0,0,0,0,0,0,3.40022,2.59159,0.43366,0.80896,0.06725,488.20573,40.46499,4.44463,0,0,0,0,0,90.28924,0,0,0,0.40748
,2013-09-09,28,21.25,63.95,2.10764,28,0,16.28,8.73044,27.99305,0,0,0.00695,0,27.99305,0,0,0,2.79969,2.79942,0.45325,0.83312,0.0821,502.89014,49.60713,5.16891,0,0,0,0,0,92.63702,0,0,0,0.40855
,2013-09-10,2,18.51,78.35,1.27894,2,0,10.3,6.34467,1.9936,0,0,0.0064,0,1.9936,0,0,0,1.68583,1.68579,0.45195,0.83431,0.07831,503.6309,47.27738,4.30938,0,0,0,0,0,94.18005,0,0,0,0.41917
,2013-09-11,8,18.53,82.4,2.05671,8,0,6.43,4.6915,7.99403,0,0,0.00597,0,7.99403,0,0,0,1.32332,1.32331,0.45595,0.83902,0.08153,506.51619,49.25058,4.15941,0,0,0,0,0,95.81697,0,0,0,0.42615
,2013-09-12,8,16.51,90.7,2.71181,8,0,4.155,3.69471,7.99438,0,0,0.00562,0,7.99438,0,0,0,0.89019,0.89019,0.46019,0.84362,0.08519,509.3865,51.5439,4.03689,0,0,0,0,0,97.46677,0,0,0,0.43356
,2013-09-13,9,20.3,74.9,2.53704,9,0,11.28,6.70202,8.99465,0,0,0.00535,0,8.99465,0,0,0,2.02593,2.02593,0.46395,0.84572,0.09024,510.84344,54.70401,4.3052,0,0,0,0,0,99.35866,0,0,0,0.44103
,2013-09-14,4,20.02,70.45,1.52894,4,0,17.02,8.91922,3.99471,0,0,0.00529,0,3.99471,0,0,0,2.45348,2.45348,0.46373,0.84644,0.08902,511.32957,53.95136,3.78004,0,0,0,0,0,100.67986,0,0,0,0.44959
,2013-09-15,16,14.355,88.55,1.71528,16,0,2.956,3.20954,15.99472,0,0,0.00528,0,15.99472,0,0,0,0.77396,0.77396,0.474,0.85415,0.10149,516.20938,61.63662,4.66492,0,0,0,0,0,103.18266,0,0,0,0.45556
,2013-09-16,0,17.6,75.65,1.19213,0,0,13.6,7.43306,0,0,0,0,0,0,0,0,0,1.89582,1.89582,0.47073,0.8535,0.09568,515.80559,58.05206,3.7991,0,0,0,0,0,104.75388,0,0,0,0.46689
,2013-09-17,0,19.15,59.45,0.861,0,0,19.18,9.13181,0,0,0,0,0,0,0,0,0,2.49185,2.49185,0.46696,0.85154,0.09009,514.6645,54.60187,3.86043,0,0,0,0,0,106.18887,0,0,0,0.474
,2013-09-18,0,20.175,59.35,1.35532,0,0,15.84,7.93999,0,0,0,0,0,0,0,0,0,2.41444,2.41431,0.4633,0.84895,0.08534,513.12638,51.67537,4.00174,0,0,0,0,0,107.51197,0,0,0,0.48049
,2013-09-19,0,14.005,64.8,1.75579,0,0,18.75,8.71949,0,0,0,0,0,0,0,0,0,2.16825,2.16636,0.45994,0.84625,0.0813,511.51515,49.17868,4.13971,0,0,0,0,0,108.73387,0,0,0,0.48648
,2013-09-20,0,14.8575,59,0.76736,0,0,20.34,9.037,0,0,0,0,0,0,0,0,0,2.2123,2.2017,0.45665,0.84327,0.0777,509.72827,46.95231,4.24289,0,0,0,0,0,109.80747,0,0,0,0.49201
,2013-09-21,0,17.13,57.15,1.14468,0,0,19.84,8.86318,0,0,0,0,0,0,0,0,0,2.41219,2.37432,0.45335,0.83982,0.07456,507.64377,45.01153,4.32824,0,0,0,0,0,110.65254,0,0,0,0.49687
,2013-09-22,6,18.645,58.1,1.50463,6,0,14.8,7.24825,5.99472,0,0,0.00528,0,5.99472,0,0,0,2.23546,2.23511,0.45504,0.8445,0.07316,510.54418,44.17332,4.68371,0,0,0,0,0,112.15215,0,0,0,0.50069
,2013-09-23,16,13.283,61.7,5.04167,16,0,13.77,6.73953,15.99472,0,0,0.00528,0,15.99472,0,0,0,2.21159,2.21159,0.4647,0.85584,0.08134,517.36171,49.12248,4.69986,0,0,0,0,0,114.55635,0,0,0,0.50748
,2013-09-24,0,13.4325,60.35,1.66667,0,0,19.98,8.6003,0,0,0,0,0,0,0,0,0,2.17198,2.17198,0.46139,0.85478,0.07574,516.76337,45.68826,3.64877,0,0,0,0,0,115.77507,0,0,0,0.51835
,2013-09-25,0,16.5785,55.8,1.51968,0,0,19.28,8.30377,0,0,0,0,0,0,0,0,0,2.37196,2.37196,0.45821,0.8527,0.07139,515.54462,43.02684,3.41989,0,0,0,0,0,116.55067,0,0,0,0.52387
,2013-09-26,0,14.0185,64.35,1.72801,0,0,19.07,8.33071,0,0,0,0,0,0,0,0,0,2.10382,2.10382,0.45547,0.85021,0.06836,514.05204,41.17484,3.36118,0,0,0,0,0,117.03988,0,0,0,0.52738
,2013-09-27,4,7.083,88.8,1.87963,4,0,2.648,3.07945,3.99472,0,0,0.00528,0,3.99472,0,0,0,0.58325,0.58325,0.4573,0.85451,0.06764,516.69302,40.75255,3.53737,0,0,0,0,0,118.01163,0,0,0,0.52959
,2013-09-28,0,9.914,61.75,0.9228,0,0,19.3,7.98953,0,0,0,0,0,0,0,0,0,1.73412,1.73412,0.45489,0.85198,0.06534,515.16611,39.33526,3.2461,0,0,0,0,0,118.46398,0,0,0,0.53399
,2013-09-29,0,13.041,56.4,0.97106,0,0,17.04,7.20802,0,0,0,0,0,0,0,0,0,1.81742,1.81741,0.4526,0.84962,0.0631,513.74114,37.9668,3.23578,0,0,0,0,0,118.69748,0,0,0,0.53604
,2013-09-30,0,17.7175,54.9,0.7647,0,0,15.89,6.96085,0,0,0,0,0,0,0,0,0,1.95352,1.95348,0.45033,0.84703,0.06111,512.18277,36.75242,3.28551,0,0,0,0,0,118.75345,0,0,0,0.53709
,2013-10-01,0,14.358,59.75,1.38889,0,0,18.31,7.57785,0,0,0,0,0,0,0,0,0,1.98416,1.98387,0.44813,0.84438,0.05935,510.5832,35.67948,3.38109,0,0,0,0,0,118.67657,0,0,0,0.53735
,2013-10-02,0,14.4765,59.9,1.47454,0,0,17.84,7.37672,0,0,0,0,0,0,0,0,0,1.96626,1.9642,0.44604,0.84155,0.05794,508.88224,34.82897,3.5079,0,0,0,0,0,118.49378,0,0,0,0.537
,2013-10-03,0,11.297,70.2,2.15856,0,0,15.51,6.78805,0,0,0,0,0,0,0,0,0,1.58767,1.57697,0.44433,0.83923,0.05683,507.47707,34.15305,3.65781,0,0,0,0,0,118.25724,0,0,0,0.53617
,2013-10-04,5,4.2425,71.7,6.44444,3.20969,1.79031,11.33,5.44397,3.2063,1.78842,0,0.00528,0,4.99472,0,0,4.99472,1.10989,1.10937,0.44701,0.84448,0.05683,510.70511,34.1841,3.98443,0,0,0,0,0,118.73182,0,0,0,0.5351
,2013-10-05,0,7.8165,48,4.10532,0,0,17.84,6.5795,0,0,0,0,0,0,0,0,0,1.96009,1.95824,0.44479,0.84155,0.0553,508.93567,33.25297,3.71708,0,0,0,0,0,118.68737,0,0,0,0.53725
,2013-10-06,0,10.823,57.7,0.92338,0,0,17.35,6.70556,0,0,0,0,0,0,0,0,0,1.57521,1.56723,0.44306,0.83932,0.05404,507.58979,32.48415,3.77177,0,0,0,0,0,118.51548,0,0,0,0.53705
,2013-10-07,0,13.0435,54.1,0.90035,0,0,17.24,6.54416,0,0,0,0,0,0,0,0,0,1.6817,1.65334,0.44133,0.83682,0.05306,506.07574,31.8931,3.85837,0,0,0,0,0,118.21089,0,0,0,0.53627
,2013-10-08,0,15.703,53.05,1.61806,0,0,15.54,6.12331,0,0,0,0,0,0,0,0,0,1.94288,1.80646,0.43956,0.83408,0.05224,504.41408,31.39689,3.97809,0,0,0,0,0,117.79469,0,0,0,0.53489
,2013-10-09,0,11.463,65.05,2.16088,0,0,16.43,6.46389,0,0,0,0,0,0,0,0,0,1.64014,1.40757,0.43819,0.83202,0.05154,503.16741,30.97193,4.12346,0,0,0,0,0,117.35834,0,0,0,0.53301
,2013-10-10,5,9.554,76.95,1.89583,5,0,7.57,4.26484,4.99472,0,0,0.00528,0,4.99472,0,0,0,0.98886,0.98327,0.44116,0.83792,0.05146,506.79074,30.96756,4.4193,0,0,0,0,0,117.70301,0,0,0,0.53103
,2013-10-11,0,10.9425,61.45,3.03935,0,0,11.04,4.93512,0,0,0,0,0,0,0,0,0,1.55582,1.54205,0.43941,0.83555,0.05032,505.35871,30.26855,4.13259,0,0,0,0,0,117.54724,0,0,0,0.53259
,2013-10-12,0,9.8495,69.85,1.30787,0,0,13.48,5.57196,0,0,0,0,0,0,0,0,0,1.26338,1.234,0.43807,0.83372,0.04946,504.24897,29.7425,4.15754,0,0,0,0,0,117.25354,0,0,0,0.53189
,2013-10-13,0,10.0685,67.4,1.5,0,0,15.2,5.85559,0,0,0,0,0,0,0,0,0,1.36795,1.31011,0.43675,0.83176,0.04875,503.06034,29.31682,4.22356,0,0,0,0,0,116.85,0,0,0,0.53056
,2013-10-14,1,4.435,75.2,3.93056,0.38937,0.61063,4.664,3.3979,0.38732,0.6074,0,0.00528,0,0.99472,0,0,0.99472,0.81071,0.77419,0.43672,0.83213,0.04829,503.29418,29.04499,4.35507,0,0,0,0,0,116.60626,0,0,0,0.52873
,2013-10-15,0,3.6585,65.4,2.26505,0,0,12.92,5.06684,0,0,0,0,0,0,0,0,0,1.04296,0.97153,0.43569,0.83071,0.04764,502.43286,28.65011,4.35474,0,0,0,0,0,116.24035,0,0,0,0.52763
,2013-10-16,0,4.9295,60.1,0.62361,0,0,15.16,5.33893,0,0,0,0,0,0,0,0,0,1.02605,0.88885,0.43477,0.82943,0.04709,501.6502,28.31812,4.41882,0,0,0,0,0,115.83717,0,0,0,0.52597
,2013-10-17,0,3.686,72.5,1.62847,0,0,9.67,4.3554,0,0,0,0,0,0,0,0,0,0.83683,0.6951,0.43404,0.82845,0.04661,501.05213,28.03149,4.48564,0,0,0,0,0,115.41832,0,0,0,0.52415
,2013-10-18,7.5,3.3175,70.4,1.6875,1.92984,5.57016,14.13,5.16002,1.92849,5.56624,0,0.00528,0,7.49472,8.08698,3.23479,4.25993,0.94224,0.93581,0.43652,0.83324,0.04667,503.99976,28.09966,4.68866,0,0,0,0,0,115.5904,0,0,0,0.52225
,2013-10-19,0,7.453,59.15,0.58252,0,0,15.13,5.06336,0,0,0,0,0,0,0,0,3.23479,1.07199,1.06828,0.43785,0.83612,0.04638,505.77343,27.94462,4.5422,0,0,0,0,0,115.82094,0,0,0,0.52303
,2013-10-20,3,3.136,82.8,1.43403,0.60488,2.39512,3.964,3.10355,0.60381,2.39091,0,0.00528,0,2.99472,0,0,2.99472,0.54751,0.54593,0.43934,0.83928,0.04616,507.70293,27.82694,4.4256,0,0,0,0,0,116.15872,0,0,0,0.52408
,2013-10-21,0,6.549,62.9,1.37616,0,0,13.63,4.71035,0,0,0,0,0,0,0,0,0,1.07534,1.07159,0.43799,0.83772,0.04502,506.75503,27.12909,4.1379,0,0,0,0,0,116.0758,0,0,0,0.52561
,2013-10-22,0,10.232,60.45,1.23032,0,0,14.53,4.7837,0,0,0,0,0,0,0,0,0,1.2441,1.23525,0.43665,0.8359,0.04412,505.65743,26.58616,4.10048,0,0,0,0,0,115.80518,0,0,0,0.52523
,2013-10-23,0,8.9325,61,0.84525,0,0,14.43,4.66181,0,0,0,0,0,0,0,0,0,1.09524,1.07955,0.43553,0.83434,0.04342,504.71335,26.16408,4.13249,0,0,0,0,0,115.43821,0,0,0,0.52401
,2013-10-24,0,5.925,74.6,0.97222,0,0,13.63,4.68853,0,0,0,0,0,0,0,0,0,0.90444,0.88428,0.43463,0.83302,0.04293,503.90898,25.86736,4.19228,0,0,0,0,0,115.01494,0,0,0,0.52234
